day,count,day_fmt
2018-04-07T00:00:00.000,5733,2018-04-07
2016-05-14T00:00:00.000,5729,2016-05-14
2013-02-26T00:00:00.000,5727,2013-02-26
2011-03-31T00:00:00.000,5727,2011-03-31
2010-05-21T00:00:00.000,5726,2010-05-21
2012-12-07T00:00:00.000,5725,2012-12-07
2019-03-31T00:00:00.000,5720,2019-03-31
2013-02-28T00:00:00.000,5718,2013-02-28
2018-03-18T00:00:00.000,5717,2018-03-18
2010-10-28T00:00:00.000,5717,2010-10-28
2020-01-18T00:00:00.000,5716,2020-01-18
2017-03-12T00:00:00.000,5715,2017-03-12
2013-04-09T00:00:00.000,5714,2013-04-09
2016-03-25T00:00:00.000,5713,2016-03-25
2011-04-05T00:00:00.000,5713,2011-04-05
2016-06-26T00:00:00.000,5712,2016-06-26
2014-08-21T00:00:00.000,5711,2014-08-21
2013-11-27T00:00:00.000,5711,2013-11-27
2016-09-03T00:00:00.000,5710,2016-09-03
2010-08-06T00:00:00.000,5710,2010-08-06
2015-04-03T00:00:00.000,5709,2015-04-03
2021-11-25T00:00:00.000,5706,2021-11-25
2016-09-30T00:00:00.000,5705,2016-09-30
2014-10-17T00:00:00.000,5704,2014-10-17
2014-08-14T00:00:00.000,5701,2014-08-14
2021-02-07T00:00:00.000,5701,2021-02-07
2019-11-10T00:00:00.000,5699,2019-11-10
2018-02-24T00:00:00.000,5699,2018-02-24
2018-03-10T00:00:00.000,5699,2018-03-10
2018-08-19T00:00:00.000,5699,2018-08-19
2012-08-21T00:00:00.000,5698,2012-08-21
2017-08-20T00:00:00.000,5697,2017-08-20
2011-07-15T00:00:00.000,5697,2011-07-15
2014-10-09T00:00:00.000,5696,2014-10-09
2010-07-01T00:00:00.000,5696,2010-07-01
2013-07-11T00:00:00.000,5696,2013-07-11
2012-04-25T00:00:00.000,5695,2012-04-25
2014-11-01T00:00:00.000,5695,2014-11-01
2010-07-29T00:00:00.000,5695,2010-07-29
2013-03-27T00:00:00.000,5694,2013-03-27
2013-12-04T00:00:00.000,5693,2013-12-04
2016-10-10T00:00:00.000,5692,2016-10-10
2013-10-07T00:00:00.000,5692,2013-10-07
2019-12-07T00:00:00.000,5691,2019-12-07
2016-09-10T00:00:00.000,5691,2016-09-10
2012-09-27T00:00:00.000,5689,2012-09-27
2010-09-09T00:00:00.000,5689,2010-09-09
2012-09-04T00:00:00.000,5688,2012-09-04
2017-07-22T00:00:00.000,5687,2017-07-22
2012-10-10T00:00:00.000,5686,2012-10-10
2018-12-16T00:00:00.000,5686,2018-12-16
2014-08-27T00:00:00.000,5686,2014-08-27
2017-09-24T00:00:00.000,5685,2017-09-24
2013-04-10T00:00:00.000,5684,2013-04-10
2013-10-22T00:00:00.000,5684,2013-10-22
2011-08-28T00:00:00.000,5683,2011-08-28
2013-10-08T00:00:00.000,5681,2013-10-08
2012-08-08T00:00:00.000,5680,2012-08-08
2013-04-29T00:00:00.000,5679,2013-04-29
2017-08-05T00:00:00.000,5677,2017-08-05
2017-03-11T00:00:00.000,5677,2017-03-11
2012-09-28T00:00:00.000,5676,2012-09-28
2010-01-03T00:00:00.000,5676,2010-01-03
2011-10-12T00:00:00.000,5674,2011-10-12
2013-06-03T00:00:00.000,5674,2013-06-03
2012-01-31T00:00:00.000,5671,2012-01-31
2013-12-05T00:00:00.000,5668,2013-12-05
2013-09-10T00:00:00.000,5665,2013-09-10
2013-04-12T00:00:00.000,5664,2013-04-12
2014-05-23T00:00:00.000,5664,2014-05-23
2011-10-30T00:00:00.000,5663,2011-10-30
2011-04-15T00:00:00.000,5660,2011-04-15
2010-08-12T00:00:00.000,5659,2010-08-12
2020-04-22T00:00:00.000,5659,2020-04-22
2013-06-06T00:00:00.000,5658,2013-06-06
2013-05-14T00:00:00.000,5657,2013-05-14
2013-10-09T00:00:00.000,5657,2013-10-09
2014-09-30T00:00:00.000,5657,2014-09-30
2019-05-12T00:00:00.000,5657,2019-05-12
2020-03-20T00:00:00.000,5657,2020-03-20
2013-12-19T00:00:00.000,5657,2013-12-19
2017-07-08T00:00:00.000,5654,2017-07-08
2013-04-15T00:00:00.000,5653,2013-04-15
2017-09-30T00:00:00.000,5652,2017-09-30
2021-02-14T00:00:00.000,5651,2021-02-14
2017-08-13T00:00:00.000,5650,2017-08-13
2013-05-09T00:00:00.000,5650,2013-05-09
2016-05-21T00:00:00.000,5650,2016-05-21
2017-10-15T00:00:00.000,5649,2017-10-15
2013-03-25T00:00:00.000,5649,2013-03-25
2011-06-17T00:00:00.000,5649,2011-06-17
2012-02-07T00:00:00.000,5647,2012-02-07
2012-06-27T00:00:00.000,5646,2012-06-27
2018-09-01T00:00:00.000,5644,2018-09-01
2015-06-13T00:00:00.000,5644,2015-06-13
2012-06-14T00:00:00.000,5643,2012-06-14
2017-12-17T00:00:00.000,5642,2017-12-17
2019-08-04T00:00:00.000,5642,2019-08-04
2015-05-22T00:00:00.000,5640,2015-05-22
2013-07-26T00:00:00.000,5640,2013-07-26
2012-01-25T00:00:00.000,5640,2012-01-25
2016-11-05T00:00:00.000,5639,2016-11-05
2019-03-10T00:00:00.000,5638,2019-03-10
2010-11-23T00:00:00.000,5635,2010-11-23
2012-03-29T00:00:00.000,5632,2012-03-29
2010-08-27T00:00:00.000,5631,2010-08-27
2017-05-06T00:00:00.000,5631,2017-05-06
2014-12-19T00:00:00.000,5630,2014-12-19
2013-08-12T00:00:00.000,5629,2013-08-12
2017-04-22T00:00:00.000,5628,2017-04-22
2014-04-25T00:00:00.000,5627,2014-04-25
2019-12-26T00:00:00.000,5627,2019-12-26
2019-12-14T00:00:00.000,5623,2019-12-14
2014-01-05T00:00:00.000,5621,2014-01-05
2012-04-09T00:00:00.000,5619,2012-04-09
2013-04-25T00:00:00.000,5618,2013-04-25
2012-10-22T00:00:00.000,5616,2012-10-22
2018-12-15T00:00:00.000,5615,2018-12-15
2014-02-08T00:00:00.000,5615,2014-02-08
2014-08-01T00:00:00.000,5612,2014-08-01
2013-03-26T00:00:00.000,5611,2013-03-26
2019-02-23T00:00:00.000,5610,2019-02-23
2012-09-12T00:00:00.000,5610,2012-09-12
2013-11-06T00:00:00.000,5609,2013-11-06
2011-07-08T00:00:00.000,5609,2011-07-08
2012-07-25T00:00:00.000,5608,2012-07-25
2012-04-02T00:00:00.000,5608,2012-04-02
2013-02-14T00:00:00.000,5607,2013-02-14
2013-08-20T00:00:00.000,5607,2013-08-20
2013-10-30T00:00:00.000,5604,2013-10-30
2016-08-14T00:00:00.000,5603,2016-08-14
2015-01-15T00:00:00.000,5602,2015-01-15
2020-04-06T00:00:00.000,5600,2020-04-06
2015-10-04T00:00:00.000,5597,2015-10-04
2023-12-25T00:00:00.000,5597,2023-12-25
2011-10-13T00:00:00.000,5595,2011-10-13
2016-12-23T00:00:00.000,5593,2016-12-23
2015-11-12T00:00:00.000,5592,2015-11-12
2015-11-21T00:00:00.000,5592,2015-11-21
2012-06-05T00:00:00.000,5592,2012-06-05
2020-03-08T00:00:00.000,5592,2020-03-08
2020-05-08T00:00:00.000,5589,2020-05-08
2012-12-18T00:00:00.000,5585,2012-12-18
2012-10-04T00:00:00.000,5584,2012-10-04
2012-05-14T00:00:00.000,5584,2012-05-14
2020-04-23T00:00:00.000,5584,2020-04-23
2016-11-09T00:00:00.000,5583,2016-11-09
2013-01-14T00:00:00.000,5582,2013-01-14
2012-08-29T00:00:00.000,5579,2012-08-29
2017-11-19T00:00:00.000,5579,2017-11-19
2011-08-05T00:00:00.000,5579,2011-08-05
2016-04-30T00:00:00.000,5578,2016-04-30
2015-05-30T00:00:00.000,5575,2015-05-30
2014-09-12T00:00:00.000,5574,2014-09-12
2012-03-19T00:00:00.000,5573,2012-03-19
2020-01-12T00:00:00.000,5573,2020-01-12
2013-09-16T00:00:00.000,5572,2013-09-16
2014-11-26T00:00:00.000,5571,2014-11-26
2011-12-16T00:00:00.000,5571,2011-12-16
2019-01-20T00:00:00.000,5571,2019-01-20
2011-11-29T00:00:00.000,5568,2011-11-29
2017-05-21T00:00:00.000,5567,2017-05-21
2019-04-20T00:00:00.000,5566,2019-04-20
2018-03-24T00:00:00.000,5565,2018-03-24
2012-07-31T00:00:00.000,5565,2012-07-31
2021-01-03T00:00:00.000,5564,2021-01-03
2021-12-24T00:00:00.000,5564,2021-12-24
2011-08-12T00:00:00.000,5563,2011-08-12
2020-12-24T00:00:00.000,5563,2020-12-24
2012-09-06T00:00:00.000,5562,2012-09-06
2012-08-20T00:00:00.000,5561,2012-08-20
2018-05-19T00:00:00.000,5561,2018-05-19
2012-04-03T00:00:00.000,5560,2012-04-03
2013-10-16T00:00:00.000,5559,2013-10-16
2013-03-15T00:00:00.000,5558,2013-03-15
2012-03-15T00:00:00.000,5558,2012-03-15
2014-11-25T00:00:00.000,5557,2014-11-25
2015-06-06T00:00:00.000,5553,2015-06-06
2013-08-14T00:00:00.000,5553,2013-08-14
2020-04-07T00:00:00.000,5552,2020-04-07
2013-04-17T00:00:00.000,5549,2013-04-17
2015-09-19T00:00:00.000,5549,2015-09-19
2016-05-28T00:00:00.000,5548,2016-05-28
2020-04-29T00:00:00.000,5548,2020-04-29
2010-03-13T00:00:00.000,5547,2010-03-13
2016-07-17T00:00:00.000,5547,2016-07-17
2013-05-07T00:00:00.000,5546,2013-05-07
2012-02-01T00:00:00.000,5546,2012-02-01
2010-09-10T00:00:00.000,5546,2010-09-10
2016-08-06T00:00:00.000,5546,2016-08-06
2012-03-07T00:00:00.000,5545,2012-03-07
2017-01-14T00:00:00.000,5544,2017-01-14
2016-12-04T00:00:00.000,5544,2016-12-04
2017-05-20T00:00:00.000,5543,2017-05-20
2014-09-26T00:00:00.000,5541,2014-09-26
2013-08-19T00:00:00.000,5539,2013-08-19
2012-03-13T00:00:00.000,5539,2012-03-13
2013-05-01T00:00:00.000,5538,2013-05-01
2020-04-30T00:00:00.000,5537,2020-04-30
2013-04-05T00:00:00.000,5534,2013-04-05
2011-11-10T00:00:00.000,5532,2011-11-10
2017-10-22T00:00:00.000,5531,2017-10-22
2019-12-01T00:00:00.000,5531,2019-12-01
2013-05-16T00:00:00.000,5531,2013-05-16
2019-02-24T00:00:00.000,5531,2019-02-24
2013-01-26T00:00:00.000,5530,2013-01-26
2018-02-19T00:00:00.000,5528,2018-02-19
2012-02-06T00:00:00.000,5526,2012-02-06
2013-07-25T00:00:00.000,5524,2013-07-25
2011-06-24T00:00:00.000,5524,2011-06-24
2015-03-07T00:00:00.000,5523,2015-03-07
2015-02-28T00:00:00.000,5522,2015-02-28
2016-08-07T00:00:00.000,5520,2016-08-07
2011-01-07T00:00:00.000,5519,2011-01-07
2012-01-26T00:00:00.000,5519,2012-01-26
2012-08-02T00:00:00.000,5517,2012-08-02
2017-02-11T00:00:00.000,5517,2017-02-11
2010-07-23T00:00:00.000,5517,2010-07-23
2013-09-11T00:00:00.000,5516,2013-09-11
2012-04-30T00:00:00.000,5514,2012-04-30
2012-03-01T00:00:00.000,5513,2012-03-01
2010-04-30T00:00:00.000,5513,2010-04-30
2020-03-30T00:00:00.000,5512,2020-03-30
2020-01-05T00:00:00.000,5511,2020-01-05
2018-01-21T00:00:00.000,5510,2018-01-21
2017-05-07T00:00:00.000,5510,2017-05-07
2016-03-19T00:00:00.000,5507,2016-03-19
2012-12-20T00:00:00.000,5507,2012-12-20
2013-10-15T00:00:00.000,5507,2013-10-15
2017-12-09T00:00:00.000,5506,2017-12-09
2013-05-31T00:00:00.000,5505,2013-05-31
2012-07-23T00:00:00.000,5504,2012-07-23
2012-07-27T00:00:00.000,5504,2012-07-27
2012-05-09T00:00:00.000,5503,2012-05-09
2014-10-03T00:00:00.000,5503,2014-10-03
2013-03-21T00:00:00.000,5501,2013-03-21
2013-05-03T00:00:00.000,5498,2013-05-03
2017-08-19T00:00:00.000,5498,2017-08-19
2012-08-27T00:00:00.000,5497,2012-08-27
2012-03-12T00:00:00.000,5497,2012-03-12
2016-07-16T00:00:00.000,5492,2016-07-16
2012-10-23T00:00:00.000,5491,2012-10-23
2017-08-12T00:00:00.000,5490,2017-08-12
2017-11-24T00:00:00.000,5489,2017-11-24
2012-08-16T00:00:00.000,5489,2012-08-16
2020-01-25T00:00:00.000,5488,2020-01-25
2012-01-27T00:00:00.000,5487,2012-01-27
2015-10-31T00:00:00.000,5486,2015-10-31
2013-06-07T00:00:00.000,5485,2013-06-07
2020-04-13T00:00:00.000,5485,2020-04-13
2012-05-07T00:00:00.000,5483,2012-05-07
2017-11-05T00:00:00.000,5482,2017-11-05
2021-01-01T00:00:00.000,5482,2021-01-01
2020-02-23T00:00:00.000,5479,2020-02-23
2013-05-15T00:00:00.000,5479,2013-05-15
2013-08-15T00:00:00.000,5479,2013-08-15
2013-01-11T00:00:00.000,5478,2013-01-11
2014-01-26T00:00:00.000,5477,2014-01-26
2014-10-10T00:00:00.000,5477,2014-10-10
2012-05-01T00:00:00.000,5476,2012-05-01
2019-05-05T00:00:00.000,5475,2019-05-05
2012-08-01T00:00:00.000,5474,2012-08-01
2015-12-22T00:00:00.000,5474,2015-12-22
2011-05-13T00:00:00.000,5474,2011-05-13
2020-03-01T00:00:00.000,5474,2020-03-01
2017-02-04T00:00:00.000,5473,2017-02-04
2010-08-13T00:00:00.000,5473,2010-08-13
2015-01-02T00:00:00.000,5471,2015-01-02
2019-10-14T00:00:00.000,5470,2019-10-14
2012-06-06T00:00:00.000,5470,2012-06-06
2014-11-08T00:00:00.000,5468,2014-11-08
2017-07-02T00:00:00.000,5467,2017-07-02
2016-09-11T00:00:00.000,5467,2016-09-11
2012-04-26T00:00:00.000,5467,2012-04-26
2019-02-16T00:00:00.000,5465,2019-02-16
2012-10-24T00:00:00.000,5464,2012-10-24
2013-04-30T00:00:00.000,5464,2013-04-30
2012-09-13T00:00:00.000,5461,2012-09-13
2017-04-23T00:00:00.000,5457,2017-04-23
2020-02-29T00:00:00.000,5457,2020-02-29
2013-10-03T00:00:00.000,5456,2013-10-03
2016-10-30T00:00:00.000,5455,2016-10-30
2016-05-22T00:00:00.000,5455,2016-05-22
2018-02-25T00:00:00.000,5454,2018-02-25
2012-02-27T00:00:00.000,5452,2012-02-27
2017-04-02T00:00:00.000,5451,2017-04-02
2013-08-07T00:00:00.000,5451,2013-08-07
2016-05-29T00:00:00.000,5451,2016-05-29
2020-02-08T00:00:00.000,5446,2020-02-08
2013-04-11T00:00:00.000,5445,2013-04-11
2014-08-04T00:00:00.000,5444,2014-08-04
2017-04-01T00:00:00.000,5443,2017-04-01
2013-10-01T00:00:00.000,5440,2013-10-01
2012-09-17T00:00:00.000,5438,2012-09-17
2016-06-12T00:00:00.000,5438,2016-06-12
2016-11-19T00:00:00.000,5436,2016-11-19
2016-09-24T00:00:00.000,5434,2016-09-24
2013-10-02T00:00:00.000,5433,2013-10-02
2014-03-28T00:00:00.000,5432,2014-03-28
2016-11-08T00:00:00.000,5432,2016-11-08
2017-07-04T00:00:00.000,5432,2017-07-04
2017-03-14T00:00:00.000,5431,2017-03-14
2013-09-12T00:00:00.000,5429,2013-09-12
2012-09-21T00:00:00.000,5429,2012-09-21
2018-12-22T00:00:00.000,5424,2018-12-22
2014-12-31T00:00:00.000,5423,2014-12-31
2012-10-01T00:00:00.000,5422,2012-10-01
2016-02-27T00:00:00.000,5422,2016-02-27
2016-08-20T00:00:00.000,5421,2016-08-20
2012-02-09T00:00:00.000,5421,2012-02-09
2019-11-29T00:00:00.000,5421,2019-11-29
2016-07-09T00:00:00.000,5415,2016-07-09
2015-08-29T00:00:00.000,5415,2015-08-29
2013-12-02T00:00:00.000,5414,2013-12-02
2012-02-03T00:00:00.000,5413,2012-02-03
2010-06-18T00:00:00.000,5408,2010-06-18
2012-04-18T00:00:00.000,5407,2012-04-18
2011-04-29T00:00:00.000,5406,2011-04-29
2013-02-18T00:00:00.000,5400,2013-02-18
2013-09-04T00:00:00.000,5398,2013-09-04
2013-12-23T00:00:00.000,5398,2013-12-23
2016-07-23T00:00:00.000,5397,2016-07-23
2020-04-16T00:00:00.000,5394,2020-04-16
2017-03-25T00:00:00.000,5394,2017-03-25
2013-05-23T00:00:00.000,5394,2013-05-23
2014-11-04T00:00:00.000,5389,2014-11-04
2018-12-24T00:00:00.000,5388,2018-12-24
2016-12-18T00:00:00.000,5388,2016-12-18
2019-11-30T00:00:00.000,5387,2019-11-30
2012-07-13T00:00:00.000,5387,2012-07-13
2017-04-16T00:00:00.000,5386,2017-04-16
2014-04-15T00:00:00.000,5386,2014-04-15
2014-08-15T00:00:00.000,5386,2014-08-15
2013-04-24T00:00:00.000,5383,2013-04-24
2012-08-30T00:00:00.000,5383,2012-08-30
2013-08-28T00:00:00.000,5382,2013-08-28
2013-02-08T00:00:00.000,5382,2013-02-08
2018-04-08T00:00:00.000,5381,2018-04-08
2015-12-23T00:00:00.000,5381,2015-12-23
2012-08-03T00:00:00.000,5379,2012-08-03
2019-01-06T00:00:00.000,5379,2019-01-06
2019-07-06T00:00:00.000,5377,2019-07-06
2020-03-15T00:00:00.000,5376,2020-03-15
2019-03-02T00:00:00.000,5376,2019-03-02
2013-09-05T00:00:00.000,5376,2013-09-05
2011-01-22T00:00:00.000,5375,2011-01-22
2017-04-08T00:00:00.000,5374,2017-04-08
2016-03-05T00:00:00.000,5374,2016-03-05
2012-08-22T00:00:00.000,5373,2012-08-22
2012-03-22T00:00:00.000,5372,2012-03-22
2016-07-10T00:00:00.000,5372,2016-07-10
2011-05-06T00:00:00.000,5372,2011-05-06
2020-02-17T00:00:00.000,5370,2020-02-17
2013-11-15T00:00:00.000,5370,2013-11-15
2012-06-01T00:00:00.000,5370,2012-06-01
2012-04-17T00:00:00.000,5369,2012-04-17
2017-01-21T00:00:00.000,5369,2017-01-21
2018-02-17T00:00:00.000,5369,2018-02-17
2013-10-04T00:00:00.000,5369,2013-10-04
2012-10-18T00:00:00.000,5368,2012-10-18
2019-04-21T00:00:00.000,5365,2019-04-21
2013-09-25T00:00:00.000,5361,2013-09-25
2020-02-09T00:00:00.000,5361,2020-02-09
2010-06-09T00:00:00.000,5359,2010-06-09
2012-02-15T00:00:00.000,5355,2012-02-15
2015-09-26T00:00:00.000,5354,2015-09-26
2012-09-05T00:00:00.000,5352,2012-09-05
2013-11-07T00:00:00.000,5349,2013-11-07
2022-11-24T00:00:00.000,5349,2022-11-24
2011-09-30T00:00:00.000,5348,2011-09-30
2010-12-28T00:00:00.000,5348,2010-12-28
2015-11-22T00:00:00.000,5346,2015-11-22
2014-11-28T00:00:00.000,5346,2014-11-28
2012-03-20T00:00:00.000,5344,2012-03-20
2019-11-24T00:00:00.000,5343,2019-11-24
2015-01-11T00:00:00.000,5343,2015-01-11
2013-04-18T00:00:00.000,5340,2013-04-18
2016-07-02T00:00:00.000,5334,2016-07-02
2012-10-25T00:00:00.000,5331,2012-10-25
2015-03-14T00:00:00.000,5330,2015-03-14
2013-08-29T00:00:00.000,5327,2013-08-29
2018-03-11T00:00:00.000,5327,2018-03-11
2013-12-06T00:00:00.000,5326,2013-12-06
2012-03-08T00:00:00.000,5325,2012-03-08
2012-03-28T00:00:00.000,5324,2012-03-28
2013-08-26T00:00:00.000,5321,2013-08-26
2015-02-14T00:00:00.000,5319,2015-02-14
2013-09-09T00:00:00.000,5318,2013-09-09
2010-07-30T00:00:00.000,5314,2010-07-30
2017-07-01T00:00:00.000,5313,2017-07-01
2016-04-02T00:00:00.000,5313,2016-04-02
2015-04-18T00:00:00.000,5312,2015-04-18
2018-02-11T00:00:00.000,5311,2018-02-11
2016-09-04T00:00:00.000,5310,2016-09-04
2020-04-02T00:00:00.000,5310,2020-04-02
2016-07-30T00:00:00.000,5310,2016-07-30
2015-06-07T00:00:00.000,5308,2015-06-07
2019-01-19T00:00:00.000,5307,2019-01-19
2012-11-03T00:00:00.000,5306,2012-11-03
2013-01-17T00:00:00.000,5305,2013-01-17
2012-02-28T00:00:00.000,5303,2012-02-28
2012-12-14T00:00:00.000,5303,2012-12-14
2011-07-01T00:00:00.000,5300,2011-07-01
2012-02-29T00:00:00.000,5300,2012-02-29
2020-02-01T00:00:00.000,5293,2020-02-01
2020-04-24T00:00:00.000,5291,2020-04-24
2016-08-27T00:00:00.000,5290,2016-08-27
2014-08-29T00:00:00.000,5289,2014-08-29
2013-04-26T00:00:00.000,5289,2013-04-26
2012-05-24T00:00:00.000,5287,2012-05-24
2017-02-18T00:00:00.000,5283,2017-02-18
2012-05-08T00:00:00.000,5283,2012-05-08
2010-05-28T00:00:00.000,5282,2010-05-28
2010-08-20T00:00:00.000,5281,2010-08-20
2012-02-14T00:00:00.000,5279,2012-02-14
2017-11-26T00:00:00.000,5278,2017-11-26
2019-02-17T00:00:00.000,5278,2019-02-17
2012-02-22T00:00:00.000,5275,2012-02-22
2013-08-16T00:00:00.000,5275,2013-08-16
2020-03-24T00:00:00.000,5270,2020-03-24
2013-09-30T00:00:00.000,5268,2013-09-30
2020-01-04T00:00:00.000,5262,2020-01-04
2010-04-02T00:00:00.000,5261,2010-04-02
2017-05-13T00:00:00.000,5258,2017-05-13
2020-04-27T00:00:00.000,5257,2020-04-27
2012-06-15T00:00:00.000,5253,2012-06-15
2012-08-23T00:00:00.000,5252,2012-08-23
2016-10-15T00:00:00.000,5251,2016-10-15
2012-06-07T00:00:00.000,5251,2012-06-07
2016-03-12T00:00:00.000,5249,2016-03-12
2011-08-03T00:00:00.000,5249,2011-08-03
2017-12-03T00:00:00.000,5247,2017-12-03
2010-11-11T00:00:00.000,5246,2010-11-11
2016-02-20T00:00:00.000,5246,2016-02-20
2015-05-10T00:00:00.000,5244,2015-05-10
2018-12-29T00:00:00.000,5244,2018-12-29
2015-11-15T00:00:00.000,5243,2015-11-15
2013-02-15T00:00:00.000,5243,2013-02-15
2015-05-31T00:00:00.000,5241,2015-05-31
2016-09-18T00:00:00.000,5240,2016-09-18
2017-03-18T00:00:00.000,5239,2017-03-18
2011-11-11T00:00:00.000,5239,2011-11-11
2012-08-09T00:00:00.000,5238,2012-08-09
2012-04-19T00:00:00.000,5237,2012-04-19
2020-04-15T00:00:00.000,5236,2020-04-15
2012-08-28T00:00:00.000,5236,2012-08-28
2016-09-25T00:00:00.000,5235,2016-09-25
2012-08-10T00:00:00.000,5235,2012-08-10
2011-12-21T00:00:00.000,5233,2011-12-21
2017-03-19T00:00:00.000,5233,2017-03-19
2015-03-15T00:00:00.000,5230,2015-03-15
2012-05-04T00:00:00.000,5227,2012-05-04
2015-07-25T00:00:00.000,5225,2015-07-25
2012-05-18T00:00:00.000,5225,2012-05-18
2013-08-27T00:00:00.000,5224,2013-08-27
2017-02-20T00:00:00.000,5224,2017-02-20
2011-11-08T00:00:00.000,5222,2011-11-08
2020-04-17T00:00:00.000,5221,2020-04-17
2016-10-01T00:00:00.000,5220,2016-10-01
2012-05-02T00:00:00.000,5220,2012-05-02
2016-07-24T00:00:00.000,5219,2016-07-24
2015-06-14T00:00:00.000,5219,2015-06-14
2012-09-20T00:00:00.000,5217,2012-09-20
2013-10-17T00:00:00.000,5217,2013-10-17
2020-01-26T00:00:00.000,5216,2020-01-26
2020-11-26T00:00:00.000,5216,2020-11-26
2015-12-05T00:00:00.000,5216,2015-12-05
2013-08-08T00:00:00.000,5215,2013-08-08
2013-07-12T00:00:00.000,5212,2013-07-12
2013-10-10T00:00:00.000,5211,2013-10-10
2017-05-14T00:00:00.000,5208,2017-05-14
2016-01-23T00:00:00.000,5207,2016-01-23
2020-02-22T00:00:00.000,5203,2020-02-22
2017-09-03T00:00:00.000,5202,2017-09-03
2016-04-16T00:00:00.000,5195,2016-04-16
2015-01-17T00:00:00.000,5195,2015-01-17
2013-08-02T00:00:00.000,5194,2013-08-02
2020-03-21T00:00:00.000,5194,2020-03-21
2018-01-28T00:00:00.000,5191,2018-01-28
2012-08-17T00:00:00.000,5186,2012-08-17
2012-04-10T00:00:00.000,5186,2012-04-10
2016-11-25T00:00:00.000,5185,2016-11-25
2018-12-30T00:00:00.000,5185,2018-12-30
2012-02-23T00:00:00.000,5185,2012-02-23
2010-06-11T00:00:00.000,5182,2010-06-11
2020-04-12T00:00:00.000,5181,2020-04-12
2013-08-22T00:00:00.000,5181,2013-08-22
2015-05-09T00:00:00.000,5176,2015-05-09
2019-03-03T00:00:00.000,5174,2019-03-03
2015-09-06T00:00:00.000,5173,2015-09-06
2012-03-09T00:00:00.000,5172,2012-03-09
2013-10-18T00:00:00.000,5170,2013-10-18
2012-04-27T00:00:00.000,5170,2012-04-27
2019-01-05T00:00:00.000,5169,2019-01-05
2013-01-21T00:00:00.000,5169,2013-01-21
2012-12-31T00:00:00.000,5168,2012-12-31
2012-02-16T00:00:00.000,5168,2012-02-16
2015-06-20T00:00:00.000,5168,2015-06-20
2012-10-02T00:00:00.000,5167,2012-10-02
2020-04-01T00:00:00.000,5166,2020-04-01
2014-11-16T00:00:00.000,5165,2014-11-16
2013-03-08T00:00:00.000,5164,2013-03-08
2020-04-09T00:00:00.000,5163,2020-04-09
2014-06-21T00:00:00.000,5163,2014-06-21
2015-06-21T00:00:00.000,5162,2015-06-21
2017-01-29T00:00:00.000,5161,2017-01-29
2016-03-26T00:00:00.000,5160,2016-03-26
2014-08-22T00:00:00.000,5159,2014-08-22
2017-01-22T00:00:00.000,5158,2017-01-22
2012-06-08T00:00:00.000,5157,2012-06-08
2017-12-10T00:00:00.000,5156,2017-12-10
2013-03-01T00:00:00.000,5156,2013-03-01
2012-10-26T00:00:00.000,5155,2012-10-26
2015-06-28T00:00:00.000,5154,2015-06-28
2012-04-11T00:00:00.000,5150,2012-04-11
2012-10-05T00:00:00.000,5149,2012-10-05
2013-09-26T00:00:00.000,5144,2013-09-26
2015-08-08T00:00:00.000,5142,2015-08-08
2015-08-01T00:00:00.000,5142,2015-08-01
2015-07-18T00:00:00.000,5138,2015-07-18
2016-08-28T00:00:00.000,5137,2016-08-28
2017-02-25T00:00:00.000,5137,2017-02-25
2012-05-17T00:00:00.000,5137,2012-05-17
2013-12-31T00:00:00.000,5136,2013-12-31
2020-03-27T00:00:00.000,5135,2020-03-27
2015-07-19T00:00:00.000,5134,2015-07-19
2014-05-17T00:00:00.000,5131,2014-05-17
2019-12-22T00:00:00.000,5127,2019-12-22
2012-06-12T00:00:00.000,5126,2012-06-12
2013-09-17T00:00:00.000,5124,2013-09-17
2010-07-02T00:00:00.000,5120,2010-07-02
2015-05-03T00:00:00.000,5118,2015-05-03
2014-04-18T00:00:00.000,5117,2014-04-18
2013-04-19T00:00:00.000,5117,2013-04-19
2013-10-31T00:00:00.000,5117,2013-10-31
2019-01-13T00:00:00.000,5116,2019-01-13
2018-02-04T00:00:00.000,5116,2018-02-04
2017-07-23T00:00:00.000,5114,2017-07-23
2012-08-24T00:00:00.000,5113,2012-08-24
2020-03-31T00:00:00.000,5112,2020-03-31
2017-02-26T00:00:00.000,5107,2017-02-26
2014-12-23T00:00:00.000,5102,2014-12-23
2013-12-27T00:00:00.000,5098,2013-12-27
2013-05-17T00:00:00.000,5096,2013-05-17
2016-07-04T00:00:00.000,5096,2016-07-04
2015-04-25T00:00:00.000,5092,2015-04-25
2018-05-27T00:00:00.000,5092,2018-05-27
2013-12-20T00:00:00.000,5090,2013-12-20
2015-07-11T00:00:00.000,5088,2015-07-11
2020-04-10T00:00:00.000,5086,2020-04-10
2013-03-28T00:00:00.000,5080,2013-03-28
2020-02-16T00:00:00.000,5077,2020-02-16
2016-04-17T00:00:00.000,5076,2016-04-17
2016-03-20T00:00:00.000,5076,2016-03-20
2012-05-25T00:00:00.000,5074,2012-05-25
2016-01-09T00:00:00.000,5073,2016-01-09
2013-07-05T00:00:00.000,5072,2013-07-05
2019-01-01T00:00:00.000,5072,2019-01-01
2016-10-08T00:00:00.000,5069,2016-10-08
